time,temp,RH,ppt,wind,SW_global,LW_in,press,missing_type
2019-12-01 00:00:00,-4.344,36.1,0.0,0.948,-2.0,183.829,644.835,-
2019-12-01 01:00:00,-4.384,30.76,0.0,0.836,-0.05,181.763,644.977,-
2019-12-01 02:00:00,-4.274,27.69,0.0,0.664,15.983,181.696,644.907,-
2019-12-01 03:00:00,-1.179,27.48,0.0,0.814,272.9,189.125,645.936,-
2019-12-01 04:00:00,1.673,29.5,0.0,1.558,516.85,206.099,646.401,-
2019-12-01 05:00:00,3.202,27.7,0.0,1.61,657.033,216.116,645.924,-
2019-12-01 06:00:00,4.157,29.82,0.0,2.421,735.267,222.317,645.656,-
2019-12-01 07:00:00,4.263,37.49,0.0,3.07,740.967,225.969,645.199,-
2019-12-01 08:00:00,4.408,48.92,0.0,2.846,670.3,230.199,644.691,-
2019-12-01 09:00:00,4.034,57.21,0.0,2.807,536.217,231.067,644.722,-
2019-12-01 10:00:00,2.832,67.05,0.0,2.304,356.633,239.484,644.701,-
2019-12-01 11:00:00,0.254,84.9,0.0,1.137,66.15,254.424,644.995,-
2019-12-01 12:00:00,-0.724,90.9,0.0,0.218,0.583,283.455,644.839,-
2019-12-01 13:00:00,-1.174,94.6,0.0,0.107,-1.2,244.74,645.215,-
2019-12-01 14:00:00,-2.12,97.6,0.0,0.185,-1.15,248.535,645.5,-
2019-12-01 15:00:00,-2.277,97.6,0.0,0.129,-0.033,300.229,645.757,-
2019-12-01 16:00:00,-2.832,86.9,0.0,0.278,-1.05,258.522,645.425,-
2019-12-01 17:00:00,-3.067,68.14,0.0,0.832,-2.0,206.782,645.408,-
2019-12-01 18:00:00,-2.662,64.72,0.0,0.842,-2.0,204.614,645.337,-
2019-12-01 19:00:00,-3.336,60.95,0.0,1.186,-1.783,201.267,645.001,-
2019-12-01 20:00:00,-3.299,60.51,0.0,0.884,-1.917,199.698,644.838,-
2019-12-01 21:00:00,-3.81,55.04,0.0,1.081,-1.967,196.61,644.63,-
2019-12-01 22:00:00,-3.295,51.09,0.0,0.995,-1.8,194.451,644.19,-
2019-12-01 23:00:00,-4.054,49.37,0.0,1.052,-2.0,192.342,644.248,-
2019-12-02 00:00:00,-3.884,46.44,0.0,1.216,-2.0,190.177,644.404,-
2019-12-02 01:00:00,-4.387,40.56,0.0,1.23,-0.283,186.8,644.859,-
2019-12-02 02:00:00,-4.318,37.7,0.0,0.775,15.867,184.071,644.817,-
2019-12-02 03:00:00,-1.464,23.98,0.0,0.899,228.983,189.82,645.432,-
2019-12-02 04:00:00,1.195,31.45,0.0,1.578,515.233,201.379,645.616,-
2019-12-02 05:00:00,1.686,35.84,0.0,1.76,656.567,210.133,645.095,-
2019-12-02 06:00:00,2.257,44.8,0.0,2.589,733.233,217.793,644.738,-
2019-12-02 07:00:00,2.027,63.48,0.0,2.97,727.05,224.446,644.313,-
2019-12-02 08:00:00,1.209,71.84,0.0,2.793,522.883,253.106,644.155,-
2019-12-02 09:00:00,-0.418,77.01,0.0,2.124,231.667,289.785,643.804,-
2019-12-02 10:00:00,-0.901,92.1,0.0,1.349,100.033,296.413,643.697,-
2019-12-02 11:00:00,-1.835,96.7,0.0,0.937,20.65,298.918,643.424,-
2019-12-02 12:00:00,-2.288,98.5,0.0,0.629,0.333,300.887,643.67,-
2019-12-02 13:00:00,-2.591,98.5,0.0,0.456,-0.033,300.46,644.21,-
2019-12-02 14:00:00,-2.63,98.8,0.06,0.479,0.0,302.073,644.144,-
2019-12-02 15:00:00,-2.973,98.7,0.05,0.806,0.0,300.866,644.548,-
2019-12-02 16:00:00,-3.104,98.6,0.05,0.578,0.0,298.758,644.25,-
2019-12-02 17:00:00,-3.36,98.6,0.0,0.819,0.0,299.101,644.038,-
2019-12-02 18:00:00,-3.652,97.9,0.0,0.702,0.0,298.091,643.679,-
2019-12-02 19:00:00,-4.275,97.5,0.0,0.74,0.0,295.248,643.42,-
2019-12-02 20:00:00,-4.628,97.4,0.0,0.451,0.0,293.454,642.966,-
2019-12-02 21:00:00,-4.681,97.6,0.0,0.134,0.0,290.676,642.828,-
2019-12-02 22:00:00,-4.879,96.8,0.0,0.151,-0.117,284.47,642.618,-
2019-12-02 23:00:00,-5.241,96.4,0.0,0.069,-0.033,284.17,642.611,-
2019-12-03 00:00:00,-5.984,92.4,0.0,0.034,-1.417,226.764,643.11,-
2019-12-03 01:00:00,-7.01,82.4,0.0,1.092,-0.517,198.483,643.648,-
2019-12-03 02:00:00,-6.544,67.82,0.0,1.203,14.9,187.507,643.908,-
2019-12-03 03:00:00,-5.219,60.65,0.0,0.031,228.483,188.792,644.516,-
2019-12-03 04:00:00,-1.292,38.51,0.0,1.02,515.45,197.903,644.841,-
2019-12-03 05:00:00,0.296,42.89,0.0,1.644,649.583,207.444,644.636,-
2019-12-03 06:00:00,0.726,42.91,0.0,2.105,722.7,214.951,644.184,-
2019-12-03 07:00:00,1.525,50.61,0.0,2.58,728.667,220.042,643.555,-
2019-12-03 08:00:00,1.683,61.26,0.0,2.385,664.65,223.055,643.075,-
2019-12-03 09:00:00,0.85,71.9,0.0,2.648,524.933,241.693,643.209,-
2019-12-03 10:00:00,-1.276,86.8,0.0,1.609,147.683,282.434,643.203,-
2019-12-03 11:00:00,-2.404,94.2,0.0,0.782,29.6,291.271,643.47,-
2019-12-03 12:00:00,-3.03,97.9,0.0,0.294,0.367,266.985,643.535,-
2019-12-03 13:00:00,-3.278,97.9,0.0,0.458,0.0,299.65,644.619,-
2019-12-03 14:00:00,-3.405,92.6,0.0,0.118,-0.383,287.778,645.055,-
2019-12-03 15:00:00,-3.835,93.1,0.0,0.056,-1.417,226.074,645.597,-
2019-12-03 16:00:00,-4.506,93.1,0.0,0.039,-0.75,242.174,645.661,-
2019-12-03 17:00:00,-5.738,88.1,0.0,0.083,-1.933,194.041,645.712,-
2019-12-03 18:00:00,-4.633,26.46,0.0,0.925,-2.9,186.795,645.66,-
2019-12-03 19:00:00,-1.807,30.04,0.0,1.125,-2.567,192.191,645.931,-
2019-12-03 20:00:00,-2.762,26.65,0.0,1.415,-2.0,190.164,646.345,-
2019-12-03 21:00:00,-2.329,21.98,0.0,1.577,-2.0,188.875,646.172,-
2019-12-03 22:00:00,-2.179,25.09,0.0,1.635,-2.0,184.678,646.003,-
2019-12-03 23:00:00,-2.527,22.33,0.0,1.467,-2.0,179.237,646.337,-
2019-12-04 00:00:00,-3.15,15.5,0.0,1.429,-2.0,177.756,646.771,-
2019-12-04 01:00:00,-2.573,19.74,0.0,1.421,-0.633,177.392,647.631,-
2019-12-04 02:00:00,-3.337,18.79,0.0,1.326,15.433,178.147,648.16,-
2019-12-04 03:00:00,-0.863,14.29,0.0,0.851,198.283,186.763,648.903,-
2019-12-04 04:00:00,4.415,12.95,0.0,1.153,492.9,204.801,649.216,-
2019-12-04 05:00:00,5.335,11.93,0.0,2.05,612.233,212.208,648.816,-
2019-12-04 06:00:00,6.003,14.29,0.0,2.841,732.917,216.863,648.19,-
2019-12-04 07:00:00,6.042,17.17,0.0,3.089,741.267,221.326,647.375,-
2019-12-04 08:00:00,6.034,19.49,0.0,2.866,668.467,224.125,647.277,-
2019-12-04 09:00:00,5.974,20.63,0.0,2.468,528.983,224.011,647.212,-
2019-12-04 10:00:00,5.25,22.12,0.0,1.412,333.633,223.988,647.123,-
2019-12-04 11:00:00,2.643,43.58,0.0,0.951,62.4,217.905,647.567,-
2019-12-04 12:00:00,0.731,32.9,0.0,1.07,0.9,211.26,648.089,-
2019-12-04 13:00:00,0.526,35.31,0.0,1.21,-2.0,209.974,649.342,-
2019-12-04 14:00:00,0.351,34.63,0.0,1.591,-2.0,206.383,650.128,-
2019-12-04 15:00:00,0.467,27.46,0.0,1.651,-2.0,204.445,650.326,-
2019-12-04 16:00:00,0.753,23.93,0.0,1.603,-2.0,202.252,650.405,-
2019-12-04 17:00:00,0.23,22.16,0.0,1.296,-2.0,200.886,650.783,-
2019-12-04 18:00:00,0.132,20.81,0.0,1.555,-2.0,199.868,650.421,-
2019-12-04 19:00:00,0.366,20.14,0.0,1.735,-2.0,198.985,650.339,-
2019-12-04 20:00:00,0.485,19.17,0.0,1.865,-2.0,199.125,649.999,-
2019-12-04 21:00:00,0.356,18.75,0.0,1.584,-2.0,198.758,649.476,-
2019-12-04 22:00:00,0.251,18.27,0.0,1.694,-2.0,198.926,649.554,-
2019-12-04 23:00:00,-0.214,17.96,0.0,1.769,-2.0,197.574,649.714,-
2019-12-05 00:00:00,-0.123,16.96,0.0,1.784,-2.0,196.493,650.096,-
2019-12-05 01:00:00,-0.122,16.47,0.0,2.117,-0.683,195.497,650.539,-
2019-12-05 02:00:00,-0.14,19.39,0.0,1.301,14.317,195.559,650.914,-
2019-12-05 03:00:00,0.908,14.84,0.0,0.429,186.233,200.462,651.493,-
2019-12-05 04:00:00,3.785,15.24,0.0,1.337,499.733,211.014,651.816,-
2019-12-05 05:00:00,4.783,16.1,0.0,1.598,646.6,218.065,651.531,-
2019-12-05 06:00:00,5.652,18.12,0.0,2.321,723.767,228.668,650.76,-
2019-12-05 07:00:00,5.717,20.54,0.0,3.012,722.617,238.745,650.262,-
2019-12-05 08:00:00,5.772,24.39,0.0,3.145,605.417,238.933,649.751,-
2019-12-05 09:00:00,4.677,31.72,0.0,2.865,494.233,226.638,649.521,-
2019-12-05 10:00:00,3.998,38.54,0.0,2.281,363.517,226.639,649.854,-
2019-12-05 11:00:00,0.801,56.06,0.0,0.515,52.533,215.771,649.698,-
2019-12-05 12:00:00,-1.308,55.41,0.0,0.227,-0.15,211.639,650.069,-
2019-12-05 13:00:00,-1.28,47.39,0.0,0.085,-1.917,210.56,650.337,-
2019-12-05 14:00:00,-1.531,42.16,0.0,1.069,-1.567,208.919,650.605,-
2019-12-05 15:00:00,-1.3,44.56,0.0,0.901,-1.933,209.168,650.919,-
2019-12-05 16:00:00,-1.543,41.37,0.0,1.058,-1.783,209.145,650.965,-
2019-12-05 17:00:00,-1.831,43.1,0.0,0.717,-1.483,213.147,650.756,-
2019-12-05 18:00:00,-2.537,47.8,0.0,0.723,-1.717,209.442,650.276,-
2019-12-05 19:00:00,-2.891,48.53,0.0,0.941,-1.65,204.837,649.994,-
2019-12-05 20:00:00,-3.062,46.23,0.0,1.162,-1.35,204.109,649.711,-
2019-12-05 21:00:00,-3.288,45.57,0.0,1.089,-1.45,206.362,649.219,-
2019-12-05 22:00:00,-3.178,46.66,0.0,1.145,-1.55,202.102,649.008,-
2019-12-05 23:00:00,-3.123,43.41,0.0,1.124,-1.583,201.495,648.968,-
2019-12-06 00:00:00,-3.929,41.82,0.0,0.768,-1.583,200.563,649.564,-
2019-12-06 01:00:00,-3.634,42.09,0.0,1.222,-0.4,200.973,650.064,-
2019-12-06 02:00:00,-3.872,49.12,0.0,0.999,19.2,202.137,650.528,-
2019-12-06 03:00:00,-1.891,35.86,0.0,0.008,179.7,207.327,650.921,-
2019-12-06 04:00:00,2.006,29.06,0.0,1.15,488.5,215.865,651.044,-
2019-12-06 05:00:00,3.342,24.08,0.0,2.063,635.95,221.751,650.596,-
2019-12-06 06:00:00,4.31,26.25,0.0,2.432,716.983,226.996,649.924,-
2019-12-06 07:00:00,4.53,27.49,0.0,3.124,726.8,227.985,648.963,-
2019-12-06 08:00:00,4.482,30.81,0.0,3.096,664.283,228.448,648.967,-
2019-12-06 09:00:00,4.118,34.42,0.0,2.612,500.0,228.287,648.615,-
2019-12-06 10:00:00,2.106,37.25,0.0,2.021,247.8,235.006,648.485,-
2019-12-06 11:00:00,-0.152,39.72,0.0,0.705,54.5,224.79,648.381,-
2019-12-06 12:00:00,-1.923,45.66,0.0,0.02,0.4,209.699,648.416,-
2019-12-06 13:00:00,-2.672,50.03,0.0,0.023,-1.967,204.479,649.085,-
2019-12-06 14:00:00,-3.347,51.16,0.0,0.143,-2.0,202.896,648.875,-
2019-12-06 15:00:00,-3.635,52.93,0.0,0.745,-1.8,202.045,649.422,-
2019-12-06 16:00:00,-3.743,53.98,0.0,0.702,-1.417,202.287,649.603,-
2019-12-06 17:00:00,-3.59,53.39,0.0,0.616,-1.417,202.485,649.203,-
2019-12-06 18:00:00,-3.953,54.74,0.0,0.553,-1.517,201.983,649.164,-
2019-12-06 19:00:00,-4.001,50.31,0.0,1.082,-1.4,200.623,648.136,-
2019-12-06 20:00:00,-3.366,44.2,0.0,1.199,-1.617,199.835,647.913,-
2019-12-06 21:00:00,-3.088,38.16,0.0,0.92,-1.067,225.329,647.888,-
2019-12-06 22:00:00,-3.065,47.75,0.0,0.347,-1.0,242.296,647.543,-
2019-12-06 23:00:00,-3.647,47.23,0.0,0.538,-1.183,223.044,647.261,-
2019-12-07 00:00:00,-3.752,42.45,0.0,0.699,-1.033,221.53,647.859,-
2019-12-07 01:00:00,-3.312,36.92,0.0,0.738,0.283,223.158,648.37,-
2019-12-07 02:00:00,-1.559,29.24,0.0,1.037,37.867,218.75,648.394,-
2019-12-07 03:00:00,-0.909,27.55,0.0,0.545,120.25,208.663,648.901,-
2019-12-07 04:00:00,0.972,38.21,0.0,1.483,419.817,228.665,649.487,-
2019-12-07 05:00:00,1.372,32.68,0.0,1.123,500.25,240.824,648.908,-
2019-12-07 06:00:00,3.145,30.39,0.0,1.633,587.1,251.71,647.981,-
2019-12-07 07:00:00,3.416,36.48,0.0,1.969,614.967,245.342,647.133,-
2019-12-07 08:00:00,3.391,37.58,0.0,2.213,589.1,231.861,646.484,-
2019-12-07 09:00:00,2.985,40.34,0.0,1.936,524.15,226.809,646.318,-
2019-12-07 10:00:00,2.689,44.19,0.0,1.381,346.517,223.209,646.285,-
2019-12-07 11:00:00,-0.284,57.93,0.0,0.899,52.917,212.871,646.513,-
2019-12-07 12:00:00,-2.491,59.45,0.0,0.097,-0.033,207.358,646.47,-
2019-12-07 13:00:00,-2.746,59.98,0.0,0.08,-1.733,206.078,647.341,-
2019-12-07 14:00:00,-3.47,61.0,0.0,0.375,-1.617,203.24,647.299,-
2019-12-07 15:00:00,-3.985,65.49,0.0,0.308,-1.9,201.248,647.91,-
2019-12-07 16:00:00,-4.514,66.01,0.0,0.552,-1.733,199.673,647.829,-
2019-12-07 17:00:00,-4.794,64.98,0.0,0.78,-1.667,198.487,647.873,-
2019-12-07 18:00:00,-4.665,59.83,0.0,1.077,-1.517,197.533,647.358,-
2019-12-07 19:00:00,-4.584,53.1,0.0,1.026,-1.883,193.063,646.773,-
2019-12-07 20:00:00,-4.997,57.2,0.0,0.86,-2.0,189.847,646.55,-
2019-12-07 21:00:00,-5.743,70.23,0.0,0.999,-2.0,188.21,646.259,-
2019-12-07 22:00:00,-5.885,57.43,0.0,0.909,-2.0,185.631,645.788,-
2019-12-07 23:00:00,-6.062,51.84,0.0,1.01,-1.967,183.881,645.755,-
2019-12-08 00:00:00,-6.155,44.72,0.0,0.943,-1.983,183.579,646.472,-
2019-12-08 01:00:00,-5.512,26.82,0.0,1.386,-0.733,181.009,646.753,-
2019-12-08 02:00:00,-3.773,29.26,0.0,1.233,13.083,182.08,646.93,-
2019-12-08 03:00:00,-3.118,25.81,0.0,0.864,157.833,186.082,647.782,-
2019-12-08 04:00:00,-0.284,35.52,0.0,0.9,499.617,197.423,647.911,-
2019-12-08 05:00:00,1.575,33.0,0.0,1.766,643.683,207.867,647.51,-
2019-12-08 06:00:00,2.238,33.25,0.0,2.084,722.433,215.083,646.936,-
2019-12-08 07:00:00,2.865,31.57,0.0,2.038,733.083,218.481,646.175,-
2019-12-08 08:00:00,3.581,34.76,0.0,2.192,667.633,221.171,645.598,-
2019-12-08 09:00:00,3.169,41.26,0.0,2.321,536.2,221.573,645.505,-
2019-12-08 10:00:00,2.115,46.17,0.0,1.338,347.467,218.836,645.256,-
2019-12-08 11:00:00,-0.627,61.07,0.0,0.621,53.733,210.165,645.539,-
2019-12-08 12:00:00,-2.656,57.95,0.0,0.199,0.1,204.843,645.8,-
2019-12-08 13:00:00,-2.314,44.14,0.0,0.743,-1.983,202.235,646.218,-
2019-12-08 14:00:00,-1.596,35.71,0.0,0.981,-1.967,199.863,646.568,-
2019-12-08 15:00:00,-1.516,33.81,0.0,0.617,-2.0,197.119,646.923,-
2019-12-08 16:00:00,-2.744,44.36,0.0,0.553,-2.0,195.165,647.148,-
2019-12-08 17:00:00,-3.912,29.19,0.0,1.024,-1.95,191.287,646.529,-
2019-12-08 18:00:00,-2.899,27.81,0.0,1.006,-1.95,189.347,646.166,-
2019-12-08 19:00:00,-2.229,20.74,0.0,1.183,-2.0,187.42,645.606,-
2019-12-08 20:00:00,-3.3,25.42,0.0,0.63,-2.0,184.805,645.524,-
2019-12-08 21:00:00,-3.916,22.96,0.0,0.702,-2.0,182.548,645.098,-
2019-12-08 22:00:00,-3.594,30.54,0.0,0.883,-2.0,182.203,645.234,-
2019-12-08 23:00:00,-4.57,20.63,0.0,0.74,-1.967,180.739,645.087,-
2019-12-09 00:00:00,-2.939,20.14,0.0,1.047,-1.85,181.995,645.451,-
2019-12-09 01:00:00,-3.693,19.23,0.0,1.1,-0.983,181.184,645.914,-
2019-12-09 02:00:00,-2.929,17.72,0.0,1.424,13.017,182.689,645.994,-
2019-12-09 03:00:00,-1.238,14.72,0.0,0.577,145.55,187.822,646.649,-
2019-12-09 04:00:00,2.331,15.27,0.0,0.724,496.317,201.052,647.103,-
2019-12-09 05:00:00,2.285,38.61,0.0,2.025,639.1,211.361,646.973,-
2019-12-09 06:00:00,3.25,33.68,0.0,1.871,717.967,219.83,646.252,-
2019-12-09 07:00:00,4.143,40.83,0.0,1.958,728.1,225.071,645.64,-
2019-12-09 08:00:00,4.027,51.43,0.0,1.997,662.367,226.631,645.059,-
2019-12-09 09:00:00,3.74,51.09,0.0,1.738,533.1,226.74,644.727,-
2019-12-09 10:00:00,3.391,62.36,0.0,1.339,345.733,223.921,644.552,-
2019-12-09 11:00:00,-0.001,82.9,0.0,0.3,54.35,215.964,644.197,-
2019-12-09 12:00:00,-1.91,62.82,0.0,0.46,0.183,210.954,644.304,-
2019-12-09 13:00:00,-1.094,40.19,0.0,0.18,-1.35,210.904,644.786,-
2019-12-09 14:00:00,-1.136,58.14,0.0,0.405,-1.567,209.557,645.24,-
2019-12-09 15:00:00,-2.792,58.17,0.0,0.042,-1.85,207.972,645.633,-
2019-12-09 16:00:00,-2.947,64.64,0.0,0.32,-1.383,207.691,645.659,-
2019-12-09 17:00:00,-3.631,56.52,0.0,0.411,-1.55,206.95,645.46,-
2019-12-09 18:00:00,-3.525,51.75,0.0,0.319,-1.367,205.563,644.874,-
2019-12-09 19:00:00,-4.618,89.8,0.0,0.354,-1.55,209.306,644.803,-
2019-12-09 20:00:00,-5.753,80.4,0.0,0.099,-1.183,209.82,644.306,-
2019-12-09 21:00:00,-4.691,40.14,0.0,1.159,-1.983,202.7,643.281,-
2019-12-09 22:00:00,-3.598,87.3,0.0,0.476,-1.7,203.885,643.209,-
2019-12-09 23:00:00,-6.144,62.2,0.0,0.282,-1.783,199.2,642.89,-
2019-12-10 00:00:00,-5.644,62.32,0.0,0.241,-1.267,198.806,643.263,-
2019-12-10 01:00:00,-4.458,44.4,0.0,0.655,-0.35,199.784,643.466,-
2019-12-10 02:00:00,-3.871,48.01,0.0,0.88,13.35,201.437,643.544,-
2019-12-10 03:00:00,-5.085,59.23,0.0,0.286,140.683,205.39,644.096,-
2019-12-10 04:00:00,-0.107,62.53,0.0,1.066,481.05,212.587,644.586,-
2019-12-10 05:00:00,0.194,64.97,0.0,1.749,621.0,220.276,644.442,-
2019-12-10 06:00:00,1.435,66.46,0.0,1.761,698.083,228.503,643.829,-
2019-12-10 07:00:00,1.918,67.15,0.0,2.256,720.217,232.912,643.011,-
2019-12-10 08:00:00,1.875,74.76,0.0,2.219,733.783,266.363,642.425,-
2019-12-10 09:00:00,-0.521,87.2,0.0,1.653,272.483,305.244,642.276,-
2019-12-10 10:00:00,-1.531,92.8,0.0,1.195,112.167,298.921,641.905,-
2019-12-10 11:00:00,-2.351,95.6,0.0,0.218,26.117,299.376,641.521,-
2019-12-10 12:00:00,-2.573,96.9,0.0,0.172,0.483,286.754,641.739,-
2019-12-10 13:00:00,-3.229,98.3,0.0,0.145,-0.1,292.902,642.362,-
2019-12-10 14:00:00,-3.405,98.4,0.0,0.106,-0.083,287.168,642.198,-
2019-12-10 15:00:00,-3.814,98.1,0.0,0.556,-0.267,281.108,642.958,-
2019-12-10 16:00:00,-3.971,97.0,0.0,0.09,0.0,294.458,642.947,-
2019-12-10 17:00:00,-4.284,96.7,0.0,0.553,-0.533,262.676,642.528,-
2019-12-10 18:00:00,-4.593,97.9,0.0,0.663,-0.083,282.521,642.918,-
2019-12-10 19:00:00,-4.476,96.5,0.0,0.596,0.0,292.352,642.793,-
2019-12-10 20:00:00,-4.678,94.3,0.0,0.399,-1.117,241.763,642.012,-
2019-12-10 21:00:00,-5.517,98.0,0.0,0.621,-0.967,233.763,641.887,-
2019-12-10 22:00:00,-5.311,96.0,0.0,0.667,-0.25,276.667,641.631,-
2019-12-10 23:00:00,-5.885,95.7,0.0,0.469,-1.183,238.428,641.467,-
2019-12-11 00:00:00,-6.01,93.9,0.0,0.514,-0.783,253.743,641.757,-
2019-12-11 01:00:00,-6.877,96.3,0.0,0.093,-1.017,242.214,642.26,-
2019-12-11 02:00:00,-6.394,92.9,0.0,0.24,7.367,272.637,642.648,-
2019-12-11 03:00:00,-6.596,96.9,0.0,0.165,119.783,227.578,643.056,-
2019-12-11 04:00:00,-4.137,84.2,0.0,1.3,359.1,224.759,643.225,-
2019-12-11 05:00:00,-2.441,79.88,0.0,1.535,477.617,238.792,643.026,-
2019-12-11 06:00:00,-2.056,75.67,0.0,1.847,473.767,256.566,642.755,-
2019-12-11 07:00:00,-2.452,79.39,0.0,1.746,266.367,263.424,641.745,-
2019-12-11 08:00:00,-1.683,73.45,0.0,1.36,271.817,257.666,641.402,-
2019-12-11 09:00:00,-1.528,82.7,0.0,1.818,207.6,282.881,641.096,-
2019-12-11 10:00:00,-2.137,92.3,0.0,1.473,125.417,292.431,641.582,-
2019-12-11 11:00:00,-3.02,97.6,0.0,0.399,26.033,261.017,641.155,-
2019-12-11 12:00:00,-3.78,97.8,0.0,0.591,1.4,253.627,641.249,-
2019-12-11 13:00:00,-3.836,98.0,0.0,0.168,0.0,296.993,642.001,-
2019-12-11 14:00:00,-3.929,95.5,0.0,0.131,-0.1,287.399,642.601,-
2019-12-11 15:00:00,-4.18,97.9,0.0,0.451,-0.55,268.401,643.139,-
2019-12-11 16:00:00,-4.345,96.3,0.0,0.301,-0.367,275.654,643.597,-
2019-12-11 17:00:00,-4.69,94.4,0.0,0.345,-0.667,263.608,643.853,-
2019-12-11 18:00:00,-4.859,90.2,0.0,0.88,-0.517,260.036,643.127,-
2019-12-11 19:00:00,-4.87,89.3,0.0,0.908,-0.433,270.526,642.969,-
2019-12-11 20:00:00,-4.492,75.23,0.0,0.828,-0.833,264.86,642.897,-
2019-12-11 21:00:00,-2.878,61.31,0.0,1.323,-1.3,274.016,642.498,-
2019-12-11 22:00:00,-4.018,97.4,0.0,1.171,-0.45,284.929,643.331,-
2019-12-11 23:00:00,-4.527,95.7,0.0,0.437,0.0,283.847,643.328,-
2019-12-12 00:00:00,-1.788,64.51,0.0,1.296,0.0,293.109,643.686,-
2019-12-12 01:00:00,-0.012,63.37,0.0,1.256,0.133,289.24,643.815,-
2019-12-12 02:00:00,-1.969,98.5,0.0,1.457,20.817,286.628,644.104,-
2019-12-12 03:00:00,-0.319,58.01,0.0,0.98,121.567,276.601,644.366,-
2019-12-12 04:00:00,-1.229,98.2,0.0,0.964,138.617,295.3,644.91,-
2019-12-12 05:00:00,-3.095,98.3,0.0,1.188,97.25,301.284,645.364,-
2019-12-12 06:00:00,-3.158,98.1,0.0,0.95,79.333,301.272,645.398,-
2019-12-12 07:00:00,-2.662,97.5,0.0,0.266,169.75,301.677,644.481,-
2019-12-12 08:00:00,-1.98,97.1,0.0,1.175,207.85,288.953,644.004,-
2019-12-12 09:00:00,-2.296,98.0,0.0,0.917,122.433,299.702,644.102,-
2019-12-12 10:00:00,-2.48,98.2,0.0,0.664,73.417,295.922,643.953,-
2019-12-12 11:00:00,-2.426,91.7,0.0,0.199,51.917,259.079,644.238,-
2019-12-12 12:00:00,-1.888,70.54,0.0,0.684,1.517,254.695,643.877,-
2019-12-12 13:00:00,-1.949,73.86,0.0,0.621,-1.0,254.078,644.304,-
2019-12-12 14:00:00,-2.417,90.5,0.0,0.384,-1.0,255.72,644.756,-
2019-12-12 15:00:00,-3.162,96.7,0.0,0.82,-0.867,260.486,645.298,-
2019-12-12 16:00:00,-3.726,97.9,0.0,0.753,0.0,297.409,645.652,-
2019-12-12 17:00:00,-3.854,96.1,0.0,0.538,-0.583,271.82,645.709,-
2019-12-12 18:00:00,-3.733,77.65,0.0,0.649,-1.0,256.021,644.954,-
2019-12-12 19:00:00,-3.822,87.1,0.0,0.307,-1.0,263.554,645.018,-
2019-12-12 20:00:00,-3.569,72.36,0.0,0.703,-0.967,264.345,644.65,-
2019-12-12 21:00:00,-2.663,67.84,0.0,0.24,-0.05,276.086,644.4,-
2019-12-12 22:00:00,-3.461,90.6,0.0,0.0,-0.75,276.829,644.536,-
2019-12-12 23:00:00,-3.613,64.18,0.0,0.071,-0.183,274.266,643.976,-
2019-12-13 00:00:00,-3.957,97.5,0.0,0.573,-0.25,281.206,644.937,-
2019-12-13 01:00:00,-4.492,89.3,0.0,0.218,0.0,291.995,645.636,-
2019-12-13 02:00:00,-4.106,89.8,0.0,0.242,13.183,286.007,645.548,-
2019-12-13 03:00:00,-3.9,88.7,0.0,0.0,42.167,287.931,645.904,-
2019-12-13 04:00:00,-4.184,95.1,0.71,0.685,63.533,297.316,646.586,-
2019-12-13 05:00:00,-4.275,94.4,0.45,1.053,138.6,301.746,646.044,-
2019-12-13 06:00:00,-4.014,90.2,0.54,1.262,93.333,303.089,646.064,-
2019-12-13 07:00:00,-4.543,94.5,1.06,1.092,106.65,301.529,645.145,-
2019-12-13 08:00:00,-4.536,92.6,2.0,2.12,57.367,300.471,645.051,-
2019-12-13 09:00:00,-4.856,94.4,0.64,1.384,80.567,299.33,644.901,-
2019-12-13 10:00:00,-4.838,95.8,1.68,1.461,41.2,297.85,644.567,-
2019-12-13 11:00:00,-4.746,95.9,3.13,1.747,13.933,296.433,644.716,-
2019-12-13 12:00:00,-4.987,96.1,2.5,2.629,0.25,294.336,645.104,-
2019-12-13 13:00:00,-5.068,96.0,4.66,1.913,0.0,292.64,646.214,-
2019-12-13 14:00:00,-5.029,96.0,3.35,0.668,-0.1,293.453,645.843,-
2019-12-13 15:00:00,-5.391,95.7,0.08,0.409,-0.817,291.125,645.839,-
2019-12-13 16:00:00,-5.346,96.0,0.13,0.368,-0.017,291.498,645.76,-
2019-12-13 17:00:00,-5.104,96.3,2.15,0.685,0.0,292.942,645.931,-
2019-12-13 18:00:00,-4.802,96.3,4.67,1.66,0.0,294.506,645.44,-
2019-12-13 19:00:00,-4.794,96.4,0.65,1.175,0.0,294.459,644.932,-
2019-12-13 20:00:00,-4.828,96.3,1.57,0.862,0.0,294.288,644.084,-
2019-12-13 21:00:00,-4.905,96.4,4.61,1.434,0.0,294.188,644.039,-
2019-12-13 22:00:00,-4.695,96.7,4.14,0.958,0.0,294.978,643.671,-
2019-12-13 23:00:00,-4.447,97.0,1.69,1.386,0.0,295.995,643.762,-
2019-12-14 00:00:00,-4.611,96.5,0.6,1.285,0.0,295.565,645.053,-
2019-12-14 01:00:00,-4.577,96.6,0.32,0.864,0.133,295.356,645.247,-
2019-12-14 02:00:00,-4.619,96.6,0.0,0.498,36.083,295.7,646.097,-
