time,temp,RH,wind,SW_global,Discharge
2019-01-01 00:00:00,-32.795,80.757,1.502,0.0,1000000
2019-01-01 01:00:00,-31.7,82.391,1.494,0.0,1000000
2019-01-01 02:00:00,-30.422,82.462,1.444,0.01,1000000
2019-01-01 03:00:00,-30.012,83.187,1.404,58.311,1000000
2019-01-01 04:00:00,-28.825,81.763,1.267,206.026,1000000
2019-01-01 05:00:00,-24.564,77.0,1.175,354.924,1000000
2019-01-01 06:00:00,-24.018,80.213,1.114,481.213,1000000
2019-01-01 07:00:00,-23.37,82.488,1.093,514.53,1000000
2019-01-01 08:00:00,-21.313,78.354,0.991,486.062,1000000
2019-01-01 09:00:00,-20.564,76.509,0.87,416.373,1000000
2019-01-01 10:00:00,-21.572,80.943,0.751,299.242,1000000
2019-01-01 11:00:00,-21.411,77.395,0.834,145.338,1000000
2019-01-01 12:00:00,-21.657,79.676,0.796,25.728,1000000
2019-01-01 13:00:00,-22.381,83.016,0.793,0.0,1000000
2019-01-01 14:00:00,-23.193,87.529,0.801,0.0,1000000
2019-01-01 15:00:00,-23.642,88.27,0.816,0.0,1000000
2019-01-01 16:00:00,-23.506,86.628,0.857,0.0,1000000
2019-01-01 17:00:00,-23.946,84.561,0.935,0.0,1000000
2019-01-01 18:00:00,-23.814,81.747,0.949,0.0,1000000
2019-01-01 19:00:00,-23.676,80.032,0.917,0.0,1000000
2019-01-01 20:00:00,-23.999,80.138,0.939,0.0,1000000
2019-01-01 21:00:00,-24.006,80.845,0.951,0.0,1000000
2019-01-01 22:00:00,-23.549,82.177,0.972,0.0,1000000
2019-01-01 23:00:00,-23.312,80.133,0.974,0.0,1000000
2019-01-02 00:00:00,-23.309,78.837,0.922,0.0,1000000
2019-01-02 01:00:00,-23.095,78.002,0.939,0.0,1000000
2019-01-02 02:00:00,-22.292,78.809,0.929,0.0,1000000
2019-01-02 03:00:00,-21.552,77.553,0.853,42.141,1000000
2019-01-02 04:00:00,-20.772,80.49,0.775,150.831,1000000
2019-01-02 05:00:00,-18.997,77.653,0.735,305.71,1000000
2019-01-02 06:00:00,-18.312,76.437,0.725,409.459,1000000
2019-01-02 07:00:00,-17.863,77.066,0.708,503.066,1000000
2019-01-02 08:00:00,-16.705,70.514,0.65,496.934,1000000
2019-01-02 09:00:00,-16.739,68.575,0.65,421.122,1000000
2019-01-02 10:00:00,-17.915,70.934,0.621,292.08,1000000
2019-01-02 11:00:00,-18.244,70.831,0.388,165.699,1000000
2019-01-02 12:00:00,-18.303,67.763,0.306,30.428,1000000
2019-01-02 13:00:00,-18.626,69.746,0.341,0.0,1000000
2019-01-02 14:00:00,-19.291,74.438,0.319,0.0,1000000
2019-01-02 15:00:00,-20.166,76.589,0.319,0.0,1000000
2019-01-02 16:00:00,-20.255,76.992,0.262,0.0,1000000
2019-01-02 17:00:00,-20.369,78.7,0.292,0.0,1000000
2019-01-02 18:00:00,-20.807,80.359,0.177,0.0,1000000
2019-01-02 19:00:00,-21.066,82.126,0.135,0.0,1000000
2019-01-02 20:00:00,-21.307,82.823,0.026,0.0,1000000
2019-01-02 21:00:00,-21.399,83.182,0.079,0.0,1000000
2019-01-02 22:00:00,-22.438,84.542,0.406,0.0,1000000
2019-01-02 23:00:00,-24.787,83.861,0.471,0.0,1000000
2019-01-03 00:00:00,-24.032,82.199,0.588,0.0,1000000
2019-01-03 01:00:00,-23.803,82.785,0.739,0.0,1000000
2019-01-03 02:00:00,-23.511,83.121,0.794,0.0,1000000
2019-01-03 03:00:00,-24.728,86.074,0.864,55.435,1000000
2019-01-03 04:00:00,-24.435,86.433,0.83,229.874,1000000
2019-01-03 05:00:00,-21.828,75.336,0.7,418.873,1000000
2019-01-03 06:00:00,-21.418,74.929,0.717,525.354,1000000
2019-01-03 07:00:00,-21.441,77.857,0.732,637.168,1000000
2019-01-03 08:00:00,-20.16,75.737,0.514,579.325,1000000
2019-01-03 09:00:00,-20.078,73.964,0.318,533.95,1000000
2019-01-03 10:00:00,-22.089,77.154,0.274,373.935,1000000
2019-01-03 11:00:00,-21.815,73.116,0.353,209.211,1000000
2019-01-03 12:00:00,-21.239,70.814,0.423,39.746,1000000
2019-01-03 13:00:00,-21.426,69.169,0.516,0.0,1000000
2019-01-03 14:00:00,-23.044,75.419,0.74,0.0,1000000
2019-01-03 15:00:00,-24.844,78.264,0.82,0.0,1000000
2019-01-03 16:00:00,-25.559,78.788,0.846,0.0,1000000
2019-01-03 17:00:00,-27.624,80.954,0.986,0.0,1000000
2019-01-03 18:00:00,-27.532,81.487,1.062,0.0,1000000
2019-01-03 19:00:00,-28.235,81.274,1.002,0.0,1000000
2019-01-03 20:00:00,-29.311,80.971,1.0,0.0,1000000
2019-01-03 21:00:00,-29.962,83.674,1.064,0.0,1000000
2019-01-03 22:00:00,-31.544,80.883,1.083,0.0,1000000
2019-01-03 23:00:00,-30.991,81.179,1.068,0.0,1000000
2019-01-04 00:00:00,-30.891,82.019,1.158,0.0,1000000
2019-01-04 01:00:00,-32.043,86.373,1.192,0.0,1000000
2019-01-04 02:00:00,-30.815,85.363,1.254,0.0,1000000
2019-01-04 03:00:00,-29.882,81.923,1.346,64.881,1000000
2019-01-04 04:00:00,-27.864,82.247,1.29,241.917,1000000
2019-01-04 05:00:00,-23.856,68.691,1.162,420.07,1000000
2019-01-04 06:00:00,-23.009,69.352,1.055,540.17,1000000
2019-01-04 07:00:00,-22.432,70.226,1.085,550.77,1000000
2019-01-04 08:00:00,-21.082,67.241,1.049,496.656,1000000
2019-01-04 09:00:00,-21.208,67.151,1.036,399.355,1000000
2019-01-04 10:00:00,-22.844,77.34,1.063,282.447,1000000
2019-01-04 11:00:00,-22.734,75.923,0.948,144.714,1000000
2019-01-04 12:00:00,-22.783,78.243,0.926,27.536,1000000
2019-01-04 13:00:00,-22.669,77.61,1.011,0.0,1000000
2019-01-04 14:00:00,-22.981,80.332,1.005,0.0,1000000
2019-01-04 15:00:00,-23.252,82.308,1.024,0.0,1000000
2019-01-04 16:00:00,-22.59,81.644,0.998,0.0,1000000
2019-01-04 17:00:00,-22.471,84.522,0.906,0.0,1000000
2019-01-04 18:00:00,-22.222,84.572,0.91,0.0,1000000
2019-01-04 19:00:00,-22.027,83.716,0.882,0.0,1000000
2019-01-04 20:00:00,-22.233,85.062,0.91,0.0,1000000
2019-01-04 21:00:00,-21.784,83.543,0.867,0.0,1000000
2019-01-04 22:00:00,-22.294,81.762,0.875,0.0,1000000
2019-01-04 23:00:00,-22.602,81.374,0.917,0.0,1000000
2019-01-05 00:00:00,-22.159,82.61,0.872,0.0,1000000
2019-01-05 01:00:00,-21.915,82.796,0.819,0.0,1000000
2019-01-05 02:00:00,-21.254,80.795,0.863,0.0,1000000
2019-01-05 03:00:00,-21.425,82.913,0.789,41.704,1000000
2019-01-05 04:00:00,-20.727,84.581,0.762,154.323,1000000
2019-01-05 05:00:00,-18.414,79.695,0.865,311.789,1000000
2019-01-05 06:00:00,-17.865,77.602,0.843,388.944,1000000
2019-01-05 07:00:00,-17.633,80.053,0.851,450.664,1000000
2019-01-05 08:00:00,-16.833,79.13,0.69,455.824,1000000
2019-01-05 09:00:00,-16.613,79.025,0.684,402.903,1000000
2019-01-05 10:00:00,-17.721,78.294,0.524,313.824,1000000
2019-01-05 11:00:00,-17.79,71.474,0.367,178.693,1000000
2019-01-05 12:00:00,-18.114,69.261,0.238,38.316,1000000
2019-01-05 13:00:00,-18.734,66.533,0.516,0.0,1000000
2019-01-05 14:00:00,-19.494,71.12,0.73,0.0,1000000
2019-01-05 15:00:00,-20.269,74.197,0.844,0.0,1000000
2019-01-05 16:00:00,-21.307,77.045,0.918,0.0,1000000
2019-01-05 17:00:00,-22.308,81.084,0.881,0.0,1000000
2019-01-05 18:00:00,-22.454,81.552,0.902,0.0,1000000
2019-01-05 19:00:00,-22.583,80.868,0.871,0.0,1000000
2019-01-05 20:00:00,-23.609,82.866,0.899,0.0,1000000
2019-01-05 21:00:00,-23.476,80.974,0.895,0.0,1000000
2019-01-05 22:00:00,-23.812,83.417,0.827,0.0,1000000
2019-01-05 23:00:00,-23.701,82.501,0.865,0.0,1000000
2019-01-06 00:00:00,-22.986,80.904,0.922,0.0,1000000
2019-01-06 01:00:00,-22.65,80.444,0.927,0.0,1000000
2019-01-06 02:00:00,-22.239,78.402,0.937,0.0,1000000
2019-01-06 03:00:00,-22.559,78.515,0.862,41.975,1000000
2019-01-06 04:00:00,-22.593,81.286,0.824,156.93,1000000
2019-01-06 05:00:00,-19.957,78.874,0.728,309.103,1000000
2019-01-06 06:00:00,-19.771,79.059,0.576,453.678,1000000
2019-01-06 07:00:00,-19.787,80.876,0.477,486.533,1000000
2019-01-06 08:00:00,-19.572,79.792,0.208,464.77,1000000
2019-01-06 09:00:00,-19.562,79.872,0.324,372.637,1000000
2019-01-06 10:00:00,-19.888,81.419,0.41,265.021,1000000
2019-01-06 11:00:00,-19.811,80.437,0.413,153.647,1000000
2019-01-06 12:00:00,-19.831,80.847,0.487,34.955,1000000
2019-01-06 13:00:00,-19.928,79.994,0.564,0.0,1000000
2019-01-06 14:00:00,-21.102,84.772,0.548,0.0,1000000
2019-01-06 15:00:00,-21.435,85.754,0.696,0.0,1000000
2019-01-06 16:00:00,-22.03,84.038,0.73,0.0,1000000
2019-01-06 17:00:00,-24.741,83.788,0.764,0.0,1000000
2019-01-06 18:00:00,-25.539,82.285,0.768,0.0,1000000
2019-01-06 19:00:00,-25.332,82.348,0.749,0.0,1000000
2019-01-06 20:00:00,-26.093,83.586,0.709,0.0,1000000
2019-01-06 21:00:00,-25.473,79.738,0.774,0.0,1000000
2019-01-06 22:00:00,-25.676,84.956,0.905,0.0,1000000
2019-01-06 23:00:00,-26.696,85.916,0.863,0.0,1000000
2019-01-07 00:00:00,-27.191,82.573,0.997,0.0,1000000
2019-01-07 01:00:00,-28.746,79.391,0.987,0.0,1000000
2019-01-07 02:00:00,-28.198,75.444,0.998,0.0,1000000
2019-01-07 03:00:00,-27.774,76.585,1.034,59.92,1000000
2019-01-07 04:00:00,-27.924,84.123,1.059,236.987,1000000
2019-01-07 05:00:00,-25.315,75.903,0.988,405.11,1000000
